reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A18S2VGUH9SCV5,1617160377,Margaux Paschke,"[37, 41]","I wanted a refresher course in Italian so I ordered this Rosetta Stone Italiano - Level 1.  This package is certainly unlike any other language learning program I have run across and even with brief usage, has yielded great results.  Although I have no major complaints with the program itself, the price factor did influence my rating.If you have issues with installing the software, I would check to make sure your pc has the latest version of software installed.  For example, Windows XP requires Service Pack 3 for this language software to work properly and Vista needs SP2.  It is easy enough to download the latest service pack with Windows but I hear mac users have more problems.  If you have an older pc, you really need to check the hardware requirements.  Also note that you must have broadband service to access all the features.The box includes a quick start booklet, installation cds, software cds, headset, user agreement booklet, keyboard stickers to convert for Italian usage and online services.  The quick start guide is important to read first and provides support online or by telephone (called about getting it onto my iPhone and received US based help without going through a phone maze).  The software installed easily on Windows 7 as did the included headset via usb port.  The global end user license agreement booklet was printed in microscopic print so I have my fingers crossed it is the usual stuff since I could not find a magnifying glass to read it. The stickers to place over the keyboard to convert it for Italian usage might prove problematic.  I had an extra keyboard that I placed the stickers on and could switch to when using this software.  I don't know if you would want this on your keyboard all the time and peeling it on and off does not seem ideal.  I think you could get away without using the stickers.This software helps with pronunciation (the headset has a microphone), builds vocabulary and phrases, and teaches simple conversation.  The software has 4 lessons in each unit covering: basics (unit 1), greetings and introduction (unit 2), work and school (unit 3) and shopping (unit 4).  Rosetta Stone advertises a learning application for your iPhone or iPod Touch but an account with Rosetta Stone's online services is required. Although the box states it includes free online features, they are free for three months only.  There is a $25 monthly fee  or a $149 fee for 15 months for online services after the trial period.  The 3 month trial starts the moment you activate your online account and you must be at least 13 to create an account.  I strongly suggest you use the software only and then use the online services to get the most out of this software.  The online services are great and allow you to access online tutors, games, and an online community to practice your Italian.  I really liked the options provided online but wished I had activated the free trial after I had gone through the lessons to get more out of it.  It's hard to converse or play simple games when you are just starting to learn Italian.Overall, this is a great tool to learn Italian if you can afford the hefty price tag.  For the same price you might be able to audit an Italian course at a local school but this software is more convenient and provides more personalized service.  Using this language software in tandem with its online services is almost as good as a private tutor at a lower cost.  I don't think I will continue with the online services given this is just a hobby for me but if you urgently needed to learn Italian, this would be worth the price.  I consider having friendly customer service available by phone a big plus.",4,a great way to learn italian if you can afford it,1298419200,"02 23, 2011"
A379DLIAF0MFM5,1617160377,"Mr. Deeds ""Opportunity is limited only by ima...","[7, 7]","I got Rosetta Stone Italian Level 1 a few months prior to a vacation in Rome, mainly because the last time my wife and I visited Italy, we went without knowing any Italian and all... and that made for some frustration.I speak Japanese and some Spanish, so I am familiar with the challenges involved in learning a new language. However, Rosetta Stone made it easy and fun to learn very basic Italian. This allowed me to keep the travel book with frequently used phrases in my pocket when asking questions at shops and for directions, mainly.The main problem was once I asked in Italian the person usually would speak to me in Italian and I had to confess, in Italian, that I only knew a very little Italian. So at least they could understand what I was able to say! Thanks to Rosetta Stone I was comfortable not only listening but also speaking Italian because I had so much practice doing both.I'd give yourself at least 2-3 months before trying this in-country, but the pace in which you learn is really up to you. There are so many options that I didn't use... like the online lessons, the games, the community. I just didn't have the time for those and found the basic tutorials quite sufficient (and excellent) but it's great to have those options.",5,Made our vacation in Rome much easier - and fun!,1365120000,"04 5, 2013"
A3MHGA6BJJ7P27,1617160377,"W. T. Hoffman ""artist and musician""","[9, 10]","ROSETTA STONE is famous for teaching language the way little children learn language...naturally, quickly, without studying verb declention charts, memorizing vocabulary lists, or navagating grammatical oddities. However, there is an obvious problem with this philosophy that ROSETTA STONE has based their teaching method upon. The people who buy and learn from ROSETTA STONE are NOT 3-5 year old children. Any Linguist will tell you, children are hard wired to learn grammer, and to speak perfectly their native language. As we age, the ability to speak certain sounds disappears, and the ability to learn certain types of grammer also disappears. Once a child is past that stage of absorbing grammerical rules naturally, or pronouncing certain native sounds, the door shuts. You can still learn, but not perfectly. This is why a russian who learns english, will NEVER understand exactly how to use definative articles. Also, this is why Russian constanant clusters are impossible to pronounce for English speakers. There are almost NO exceptions to this, except for language savants i suppose.However, as far as learning language in a natural way, on your own, ROSETTA STONE is the best you can do. As anyone knows who's studied foreign languages in high school or college, you start with learning to pronounce the alphabet. Then, you learn the most common words, along with the way basic verbs (TO BE, TO HAVE, TO KNOW, etc) are conjugated, how the nouns and adjectives interact, etc. ROSETTA STONE turns that learning process on its head, and the center of its do-it-yourself language class, is the SPEACH RECOGNITION system. The RS Kit comes with alphabet letters for your computer keyboard (in case your target language has a different alphabet, than the English alphabet), and the computer files, plus four CDs to pracitice pronounciation when away from the computer. Also, the buyer recieves in the box, this headset w/microphone that plugs into the USB port of your computer.(plus a few simple instructions to get started.) Unlike the oldest voice recognition programs from a decade ago, this headset just sets the volumn level, and you are ready to go. Instead of learning to pronounce the alphabet, you just learn to speak the first words a baby might speak...""cat, run, read, boy, girl, hello, 1,2,3,4,5,6"", stuff like that. Rosetta Stone assumes you will learn the pronounciation rules automatically, ""BY EAR"". First, not everybody CAN learn strickly by ear. Some musicians can hear a song, and they KNOW every chord they heard, and the notes, and can reproduce them instantly, because they can PLAY MUSIC BY EAR. Other musicians need to learn what notes belong where on the instrument, and they need sheet music, and chord theory. WHY? Because some people are more right brain, others more left brain...maybe some people HEAR better, and others analyse better. So, if you are trying to pronounce the Italian word ""ZIA"" (Aunt), you will never GUESS it should sound like TSEE-ah. When English speakers see a ""Z"", they will not pronouce ""TS"", as in German, Russian, Italian, etc. SINCE ROSETTA STONE DOESNT TELL YOU WHAT THE ITALIAN ""Z"" OUGHT TO SOUND LIKE, you need to guess. THis is when the ROSETTA STONE voice recognition just doesnt work. You might hear TSEE-a, but if you see ""ZIA"", your brain will think it's hearing what it's used to hearing--""ZEE-ah"", and that's what you will say. AND, the voice recognistion WONT recognise the correct pronounciation. Likewise, Italian has other sounds not at all like English, and unless you have some kind of heads up on how each letter SHOULD sound, you may never get close to the correct sound. I have a good ear. But i couldn't hear that Italian has a more dental sounding ""D"" than english. I didnt know the other oddities associated with pronouncing the Italian language. At times, I would click on LANGUAGE LAB, where you get directed to a page that SLOWS DOWN the pronounciation of the word, as well as showing you the voice print, and how the native speaker's voice rises and falls naturally, during the pronounciation of the word. (Apparently for correct stress.) If you are 50% or less away from getting it right, you see a brown cirle that tells you about how close you are, to correct pronounciation. (Plus the system records your attempt at pronouncing the word, so you can compair what you are saying, to that of a native speaker.) If your circle turns green, you are 80% or closer to perfect pronounciation. HOWEVER, this system DOES NOT ALWAYS WORK. Once, i tried to pronounce ARRIVIDERCI for 15 minutes. I was UPSET, then angry, then bored, and finally, dejected. Frustration kills motivation, and I think that's why problems with the voice recognition bothers so many people. IF i knew what was wrong with my pronounciation, at least i could TRY to figure out how to say it. I think this happens to EVERYBODY who uses Rosetta Stone at some point. The computer program doesnt say ""The Italian 'G' is PRONOUNCED HARDER THAN ENGLISH 'G'."" Instead, you are suppose to just KNOW this.  Sometimes, i just believe the voice recognition is just not able to read normal variations in pronounciation correctly. For example, ROSETTA STONE wants you to roll your R's. But, very few people even in Italy can actually make that sound. So then the voice recognistion hears the lack of rolling R's as a mistake in pronounciation. The computer program considers these mistakes as WRONG on your part, and at times the mistakes start to stack up. IF you dont get thru a lesson with a good score, you'll need to repeat the lesson, and also repeat the offending word. (the program tracks a LOT of parameters, including how long its been since you have taken a lesson. Too long, and RS makes you review things before you can start the lessons again. But that's good.) All I can say, is when I could not pronounce a certain word, i almost never knew why. Even tho ROSETTA STONE gives you 4 CDs for pronounciation practice, if you've an inability to say a certain word, you might not ever speak it correctly.My other problem, was that there is NOTHING in the kit, that explains GRAMMER the way you learnt grammer in school. Sometimes, those photos that go with the spoken or written exercise, dont get the idea across very well. THE ONLY SOLLUTION, is to buy some kind of cheap TEACH YOURSELF ITALIAN paperback book, that covers basics of grammer, pronounciation, vocabulary, and all the other holes in the learning of the language, that ROSETTA STONES leaves untouced. AMAZON.COM sells a pretty good book, very cheap, that would help anyone using their ROSETTA STONE class immensely. ""ITALIAN MADE SIMPLE"" by Cristina Mazzoni, for around $8 new. I bought that book, and only then, were the grammer lessons beginning to make sense. ALSO, this book spends time in the beginning, to teach the differences between the way OUR alphabet is pronounced, and the way the Italian Alphabet is pronounced. You NEED to get a book like this, so you understand italian grammer, and have a little bit of an Italian dictionary as well.There are a few other problems with ROSETTA STONE. Everybody says ""DONT SIGN UP FOR LANGUAGE LAB, UNTIL YOU GET THRU THE LANGUAGE BASICS"". Because, depending on how fast, or slow, you are motivated to move thru the lessons, those 3 months of FREE LANGUAGE LAB go by really fast. WAIT TO SIGN UP! ALSO, its good to know that you cant just sign up for language lab a day or two before you want to use it. THERE IS A TWO WEEK WAIT, to have a lesson. Besides the speach recognition problem, and the lack of a good text book so you can learn grammer, pronounciation and vocabulary the way adults learn language, everything about ROSETTA STONE's classes are LOTS OF FUN. Really. They have games that help you keep those new words constantly in your mind. There are stories that help with reading, that are clued into your number of finished lessons. ITALIAN LEVEL ONE, for example, is divided into UNIT ONE, language basics, UNIT TWO, Greetings, UNIT THREE, Work and school, UNIT FOUR, shopping. By the time you finish that much of the course, you should be able to get around Italy, and make basic conversation. I would guess your proficiency level might be FIRST YEAR COLLEGE ITALIAN, or two years of high school italian, or 1-2 Italian grandparents. ROSETTA STONE is very visually interesting, and will keep you motivated once you get past that first unit (language basics), so long as you dont have major problems being understood by the voice recognition software. I wish i had waited for the langauge lab, because i'm SURE that would have helped. However, if you don't use it as much as you want after the first 3 months, its only $25 a month, for more time with those online tutors. All things considered, VOICE RECOGNITION really DOES work remarkably well. I'm sure most of the problems people have, come from their inablity to pronouce certain sounds specific to their target language, rather than the program's inability to understand your voice. If you are speaking the language correctly, I would guess anywhere from 96-99% of the time, ROSETTA STONE understands EXACTLY what you say. If some word (like my problem with ARRIVIDERCI) comes up, you can easily skip the word. There is NO OTHER SELF TAUGHT LANGUAGE CLASS that can perfect your speach, increase your vocabulary, and engage you in an ""immersion"" type language adventure, like ROSETTA STONE can.  NO OTHER SYSTEM has the native speaker 1 on 1 language lab. The only REAL problem is if you learn on your own, its hard to keep your motivation for learning high. You'll need discipline and some kind of reward, ie, a trip to Italy if you finish LEVEL 1? (Or maybe just a FELLINI film. Whatever rocks your boat.) Good luck with your language adventure, and ARRIVIDERCI!",5,The EXASPERATION of SPEACH RECOGNITION,1309305600,"06 29, 2011"
A1059SSXUZZS1S,B00001W0KA,Cassie,"[0, 0]","We got this costume for my son to wear to Disneyland. My daughter likes to dress up like her favorite princess, so he wanted to dress up, too. This costume is better quality than I had anticipated, based on some of the other reviews. It runs a little small, my son is five and the Child M (7-8) fits well over his clothes. The boot covers pull on over the white jumpsuit pants, and the costume can be worn without them. The arm panels, however, remain attached. The suit has an opening in the back, under the hood, for the child to get into it, and the opening has two Velcro dots to close it. This makes it a little bit awkward to get into, and especially awkward to take off to use the bathroom. To use the bathroom, you have to take off the whole top of the costume, and then hold onto it so it doesn't touch a dirty bathroom floor (I definitely had to help my son with this in a public bathroom). He absolutely LOVES the costume, and has worn it everywhere (except school) since he got it.",4,"Great Costume, Awkward To Put On",1383696000,"11 6, 2013"
A2VNCKMXMHN9E8,B00001W0KA,EAD,"[0, 0]",Purchased this costume (size 3T-4T) and it's a perfect fit for my very tall 2 year old son. I couldn't have asked for a better fit if we'd tried it on in a store first. I also bought the inflatable jet pack/wings. Can't wait to see him all dressed up on the big day!,5,Perfectly fits my 2 year-old :-),1383091200,"10 30, 2013"
A23GX78LIV4J2F,B00001W0KA,Edith W,"[0, 0]","I purchased this costume for my 6-year old grandson for Halloween 2011.  It arrived one week earlier than expected, and I was happy about this.  My grandson absolutely loved it!  I'm glad I ordered the larger size (Size 8) because it barely fit him. The material was durable and well made, I think.  He's worn it many times just to play in since Halloween.  I was happy with the purchase which was worth the dollars I spent.",5,Great Buzz Lightyear Halloween Costume,1320537600,"11 6, 2011"
A7EHAXLU64UAE,B00001W0KA,Jesus,"[0, 0]","Everything perfect. Thanks, nice quality, excellent price, great deal!!! I recommend it 100%, the color and size are as I expected.",5,great deal,1383350400,"11 2, 2013"
A2VHNDYD9B8PGO,B00001W0KA,Kathryn A. Mast,"[0, 0]","Good costume.  Very detailed.  I like that the body is a foam so it stands up a little on its own.  You might not be able to tell from the picture, but there are shin-guard type pieces for the legs, and gauntlets on the sleeves.  Nice touch.  It is a little thin overall.  You'll definitely want to put something underneath if you're in a colder climate.  My only disappointment is that the back of the torso is entirely black.  It's ok for us because I bought the inflatable wings, but without the wings, I think it would look weird.",4,My son loved it!,1353456000,"11 21, 2012"
A1FVO9ZB49ZCXA,B00001W0KA,KitchenKrazy,"[2, 4]","My 2.5 year old got the 3-4 year suit. It's a little tight to begin with, so he fit in it just fine. The pants were a little longer, but with shoes, he fit it, no problem. (He is ""average"" height and weight, for a 2.5 year old, according to docs.)  If your child is ""meaty"" at all like mine is on top, I would suggest getting the larger size.After reading the other reviews about how flimsy this costume was, I didn't let my kiddo wear it until the actual day of Halloween. He ran around a lot but it didn't tear at all. I think it has a couple more good uses in it.If you are hoping to buy a costume that will last and will allow your child to play in it at home, I don't think this is the one. They have the $50 one that looks a lot more sturdier. But if it's just for this Halloween and maybe next year for the kiddo next door, then by all means, get this one!!!  For the price we paid ($35), I am very happy with the purchase and the pictures of him enjoying being the Heroic ""Buzz"" will last forever, even if the suit doesn't!",4,"Super cute, but made for Halloween use only",1258502400,"11 18, 2009"
A37IOOK9CVRBND,B00001W0KA,kristens,"[0, 0]",This is one of the cutest costumes I've ever seen! My son loved being Buzz for Halloween and we got so many compliments while out in the neighborhood. The material is a little thin so we layered with a pair of white long johns and it worked great.,5,So cute!,1357430400,"01 6, 2013"
A11Z8RVUCDYJAC,B00001W0KA,Lori P,"[0, 0]",My grandson wore this costume for Halloween. It was just as pictured and he had a blast wearing this along with tthe inflatable wings and helmet that we purchsed separately.,5,Great Costume,1355875200,"12 19, 2012"
A2WF82910Z50CT,B00001WRHJ,"carole tisler ""cat""","[0, 0]","My grandson has been a costume lover for the past three years and I have ordered many from Amazon, His picture that his mother sent was adorable.  SO thumbs up",4,Birthday gift 5year old,1303689600,"04 25, 2011"
A15LON8ZV0GJXD,B00001WRHJ,Carolyn Sutter,"[1, 1]","My grandson is 5 and I gave him this for Christmas. It has hat, suit and &#34;boots&#34; and he put it all on right away and wore it home. This is not a high-quality outfit but for the price it should get him nicely through this phase.",4,Great for costume-loving kid,1388016000,"12 26, 2013"
A1IOSSO7P46M0B,B00001WRHJ,M. Tschopp,"[1, 1]",This costume is adorable.  My child loves it.  He puts it on all the time and it's not even Halloween yet.,4,My 7 year old LOVES this costume!,1285632000,"09 28, 2010"
A3PQ8KCENIDZ7P,B00001WRHJ,"Nicole McGinnis ""Nicole McGinnis""","[0, 0]","My son wouldn't wear it because he can be a stick in the mud. However, the costume is very cute, came within e boot covers, holster, bandana, hat, and one piece costume. I only wish it ran a little bigger so he could wear it in a few weeks or months if he ever lightens up and enjoys dressing up in costumes.",4,Very cute Woody costume.,1383523200,"11 4, 2013"
A3VZ1PO40JCGFV,B00001WRHJ,Tina Smith,"[0, 2]","Have they lost their minds??!! Over 100$ for a costume!! Amazon, you are an idiot. This is an inexpensive costume. It better include a meeting with Tom Hanks for that price.",1,WHAT!?,1379548800,"09 19, 2013"
A1S1IP62GI71D0,B00001WRHJ,"V. Maccor ""vale mac""","[0, 0]",my boy is almost 4yrs old and size chils s fits perfectly even with room to grow.boot covers are awesome! he loved them!.would definetly recommend this... for 10 bucks it is really great!,4,great woody costume!,1381104000,"10 7, 2013"
A18WUUFY45DOWA,B00004SR8W,Brent S. Ferguson,"[0, 0]",better quality than I expected for the price - was able to adjust it so it hung at the side rather than straight in front easily - this was our 'go-to' passport storage solution in Italy where there were a LOT of pickpockets.,5,Get this one it works.,1383955200,"11 9, 2013"
A319M5UYKNLK8B,B00004SR8W,Courtney L,"[1, 1]","I bought this, but it is too large for me. If I put anything in it, it is very visible under my shirts. I ended up buying a runner's belt with a pocket and that works much easier to strap around my upper waist. I also didn't like the idea of the string around my neck being visible. Thought of it getting caught or someone seeing it and pulling it.",3,A bit too large for me,1365897600,"04 14, 2013"
AD64M1IOZBT0N,B00004SR8W,John Smith,"[0, 0]","Exactly what i wanted as a gift for a friends 1st trip to europe.This is made from the soft kind of fabric that is comfortable to sleep with against your skin.Just the right amount of space to fit a passport and 2 additional sections of the same main pocket,for currency, credit cards, tickets, etc.It's important to get one like this that has no metal, so it can be worn through security check points,with metal detectors without the need to remove it.This is crucial as no one but you should know this is where the bulk of your important items are.The one main pocket is closed with a velcro strip.It also has a nice thickness to the cord and well chosen adjustment buckle for it.",5,This is the one to get for travel.,1404259200,"07 2, 2014"
A1RBMSDM4N3M0J,B00004SR8W,"JP ""Dog Lover""","[0, 0]","I bought one of these neck stashes for my most recent cruise and used it everyday while on vacation.  You can adjust the strap to fit your taste. There are three sections and you can get quite a bit in it.  I stuffed cash, my passport, driver's license and several credit cards in it and still had some room to spare.",5,Hidden Valuables,1393200000,"02 24, 2014"
A2PB8V16TLP6IC,B00004SR8W,Linda S. Roof,"[4, 5]",leaving on my trip soon--have tried the pouch on around the waist--it lays flat--and seems comfortable--check with me in a couple of weeks to see how it did on the trip.,5,so far so good,1278806400,"07 11, 2010"
AJU5WLLEHPZ3X,B00004SR8W,"NoTexasCowboy ""NoTexasCowboy""","[18, 18]","It gives you room to keep your passport (even in a leather passport coverAmerican Tourister Leather Passport Cover), credit cards, important papers, and even has room for some money, and keeps it in a secure place around your neck.  You can keep it tucked between your shirt and t-shirt for security and still get easy access to whatever you need in it.  It is of lightweight nylon construction that doesn't make you hot where you carry it.Don't travel without it!Pluses:Prime eligibleSmall, lightweight, but holds a good bit of 'stuff'Minuses:None at this time",5,I have to agree...this is a good product for travelers...,1277856000,"06 30, 2010"
A1EFMJQNZTZU9T,B00004SR8W,"P. BENDER ""phil2246""","[3, 3]",Love this product. Its small and fits over your neck and under your shirt. I used it on my receint trip to Ireland. Its a lot better then a money belt. Its a lot easier to get to your money or papers and it is harder for anyone else to get to. I will take it on all my trips from now on.,5,Neck Stash,1319760000,"10 28, 2011"
A3FI4WZ8EQTRS5,B00004SR8W,Richard,"[0, 0]","I bought this to replace another one I had that was kinda heavy (in comparison). I like this one MUCH better. The strap is long so you can wear it in a purse style or tighten it up and wear it under your shirt. Fits everything really well, and it's really light.",5,Used a lot,1357430400,"01 6, 2013"
A2DYTAZJ28WWRH,B00004SR8W,"Robert Toscano ""rttusky""","[2, 2]","Used this on our last vacation saves from fumbling through your pockets or bags for passport or reservations. I loved using it, fits comfortable under your shirt. Had my passport, credit card and wallet in it while going through the airports.",5,Awesome item,1298937600,"03 1, 2011"
A3JX1D26WFEXOS,B00004SR8W,"S. Bains ""singh""","[2, 2]","This was a very handy wallet that I used in India.The color is near neutral so it does not show through a shirt but best to wear a vest or a jacket for additional safetyNice velcro closure keeps money safe.You can easily carry 1,000 rupee bills with comfortAlso can carry valueable documents or passports if you wishNice long neck strap that can be shortenedEasier than carrything a thick wallet in trouser pants",5,Hidden Neck Wallet with Velcro Closure,1299369600,"03 6, 2011"
A1T7PS2VAS1RTC,B00004SR8W,Suzi Q,"[0, 0]",Arrived on time in perfect condition. went on a 3 week trip in Africa and it was the perfect item to have.,5,Perfect for travel.,1394064000,"03 6, 2014"
A2GLR9H28HPTW6,B00004SR8W,Tommie 65,"[1, 1]",Once I found the special travel wallets for the front pocket I never used this again.  Fear of pickpockets is over blown anyway I think having been to the &#34;worst&#34; cities of Europe and Asia.  Just don't talk to people who take an extra interest in you because you are obviously American.,3,"Great idea, but...",1387843200,"12 24, 2013"
A3SC04DC5TLYSP,B00004SR8Z,Amanda Winstead,"[8, 11]","This pouch is lightweight and comfortable to wear, and I liked the very adjustable strap.  However, I would like for the pouch to be a couple of inches longer to accommodate the length of a standard boarding pass.  I was surprised that it was too short as it seems to me that travel documents would the the most likely thing to store here, but it could not be closed unless I bent the passes which then made them difficult to remove.  A minor gripe, overall I'm satisfied.",3,Would like it to be a bit longer,1335139200,"04 23, 2012"
A240W3C2Z3WQCQ,B00004SR8Z,"Anne K. Blake ""Rootsgal""","[2, 3]","This is a Christmas gift for my sixteen year old son. He likes things basic, and this is exactly that. A basic passport and money holder for travel. The color is not like the picture at all, but I am keeping it and letting him decide.The very light beige will get dirty quickly.The zippered section is fine. I wish the passport section had a zipper instead of velcro. For the price, it is adequate.",4,Small but functional,1323648000,"12 12, 2011"
A1WCJS4L2L1WQ,B00004SR8Z,book-lover,"[1, 1]","I bought two of these pouches for a recent vacation to Europe.  It was comfortable to wear as long as I didn't put too much in it.  It was fine with credit cards, driver's license and some cash but when I added my passport it became a bit heavy and bulky, but not prohibitively so.  I think if you are planning on carrying your passport with credit cards it will work well for you, but if you are not planning on carrying your passport around, a pouch that is smaller might work better.This pouch is likely a good size if you are carrying quite a bit of stuff, but it will stick out under your clothes if your passport is in it.  A lot  more comfortable with only a bit of cash and credit cards.It is also a l longer in length than I realized.  Its so long that I could wear it around my neck and tuck it into my pants.  My daughter refused to wear it since it is quite bulky under your clothes.",4,did the job,1375574400,"08 4, 2013"
A37U7Y7IPIHBFB,B00004SR8Z,"butterflygal3 ""hummingbird3""","[20, 20]",This is the type of pouch recommended by TV travel hosts. Bought one for my son for trip to France; VERY HANDY and VERY HIDDEN.RECOMMEND.,5,Travel safety,1243209600,"05 25, 2009"
A1X6ZPF88LTHGJ,B00004SR8Z,Debra,"[0, 0]","I recently used this neck stash on a two week trip to France.  It was wonderful!  I loved it at the airport and at train stations, especially.  It is so helpful to have my hands free yet my passport and bording pass (or train ticket) ready to pull right out instead of fumbling in a purse.  I also carried money and credit cards in it and in extremely crowded tourist areas (like the Eiffel Tower) I wore it under my shirt for extra security.  It's lightweight and the adjustable neck strap, when adjusted properly, makes this pretty unnoticeable under a shirt.  I love the different compartments, as this makes it easier to find what you're looking for right away.",5,Excellent travel accessory,1350950400,"10 23, 2012"
A1UWE64CPO197G,B00004SR8Z,Doug Martin,"[0, 0]","This neck stash is very comfortable and it's a nice size. There are two zippered pockets for cards, passports, cash, etc. and a large velcro flap for larger bills or boarding passes.",4,"Comfortable, Nice Size",1345075200,"08 16, 2012"
A1DXE6GODEAXS2,B00004SR8Z,jensenca1,"[0, 0]","There's nothing special here, but this is what I expected.  It's very light weight, and I suspect it wouldn't hold up to much abuse, but hard to beat the price.  My only real complaint is that the zipper pockets are only barely big enough for my passport, so it takes more concentration than I'd prefer to use them for passport storage.",4,A good neck pouch,1393632000,"03 1, 2014"
A11EKRR0LDL893,B00004SR8Z,kimberlyx,"[0, 0]","Quality material, easy to wash and dry, lots of zipper areas and holds more paperwork and currency than you could imagine from seeing just pictures of it. Discreet and comfy to wear around neck for men or women.",5,Incredible bargain...,1386115200,"12 4, 2013"
A3J9UVDJ5OZSSY,B00004SR8Z,KLKota,"[0, 2]","I haven't used this yet, but I purchased it for my next trip. I already have a waist wallet, but I can't get to it without going to a restroom and partially undressing. This seemed much simpler to use.",4,Deluxe Neck Stash,1336435200,"05 8, 2012"
A1YLFVE9IEMDMR,B00004SR8Z,leslie schneider,"[0, 0]","I really like this. I ordered several different ones but this one is really convenient for the documents I want to carry close and safe where I can get to them easily,",5,travel safety,1400889600,"05 24, 2014"
A38VYAG164NBSQ,B00004SR8Z,Marvin Zigman,"[0, 0]","I wore this one all over medetaranean.  I felt safe EVEN in the Istanbul Grand Bazzar, the most crowded, pushy, pickpocket attracting place on Earth.",4,Wore all over medetaranean cruise and ports,1383177600,"10 31, 2013"
AF46F8IQ6GZLW,B00004SR8Z,me,"[0, 0]","Purchased two of these for a European Trip.  They were invaluable.  We placed our money, cards and passport in them and tucked them under shirts and out of sight.  Light weight and they DO NOT rub or irritate the skin which surprised me.  they are washable too!",5,Wise Purchase,1388620800,"01 2, 2014"
A2WN31HANFD17K,B00004SR8Z,MollieOllieOxenFree,"[0, 0]","the last time i travelled i got one of the waist ones, and it was so annoying i never used it.  i haven't yet really used this one but i already feel much better about it.  i tried it out when i first opened the box when it came and wore it for a bit around my neck.  i don't like the toggle, but i doubled up the strap and tucked the toggle in the top flap of the stash and it works great.  i also wrapped it around my calf just below my knee to see if that would work too.  it worked just fine and i might wear it there when i wear my boots. i'm not sure if it really needs all those different departments, but that's ok. i don't think it's too big or too small.",4,better than the last one i had,1349481600,"10 6, 2012"
A2TYOUN7A2UVAU,B00004SR8Z,mom3girls,"[0, 0]","This travel pouch is just as described. It fits effortlessly under a shirt and holds all your valuables. My husband won't use it because it feels like a purse to him, but that is just because he is ultra manly.",5,good buy,1392768000,"02 19, 2014"
AIO4HX0KOLM73,B00004SR8Z,Naynay,"[1, 1]","This has a lot of pockets and yet is very slim. Took this on a trip outside of the US and the item was lightweight, discreet and very handy.  Holds 4 passports easily along with receipts.",5,Very thin and easy to clean,1355011200,"12 9, 2012"
ACVB24PN5KS0A,B00004SR8Z,Patti,"[1, 1]","great  no one got my good stuff  It was all hanging around my neck.  sturdy and durable, i bought one for my husband",5,great,1362355200,"03 4, 2013"
A13XISH6C2F7L9,B00004SR8Z,"R. Fairchild ""The Tactical Computer Guy""","[1, 1]","It might just be me.  Although it seems well made and sized right.  It just seems a bit flimsy to me.  I debate if I really should not give it 5 stars as it does everything it advertises itself.  When I travel out of country, I have this around my neck and under one layer of clothing.  I have my &#34;throw away&#34; wallet in my pocket with expired cards and a few dollars.I like the various pockets and zippered security to keep things in place.  The neck cord is a little long so I had to tie it off so the stash would fall mid chest making it a bit more concealed.4.5 stars - minus 1/2 star for long cord and a flimsy feel.  Again though perhaps being flimsy is a good thing being under clothing making it conceal more.",4,"Not bad, a little flimsy",1395273600,"03 20, 2014"
A3RZ1B9B5A6TYF,B00004SR8Z,Shelly,"[0, 0]",My dad travels a lot and that is an understatement. I got this item for him for when he was going to some shady places and he got a lot of use out of it.,5,Got this for my traveling 60+ year old dad.,1378339200,"09 5, 2013"
A1T7PS2VAS1RTC,B00004SR8Z,Suzi Q,"[0, 0]",The item arrived on time in perfect condition. I took a 3 week trip to Africa and it was the perfect item to have!,5,Perfect for travel,1394064000,"03 6, 2014"
A3QUJ5FZG9IKX8,B00004SR8Z,Terry Gleason,"[0, 0]","My 16 year old granddaughter was going on a trip to France for 10 days with a student group and needed some security that her documents and money would be safe. Worked just fine, also handy at airport",5,Works for us,1373760000,"07 14, 2013"
A2LZP2YM846R4K,B00004SR8Z,wayne martin,"[0, 0]",Soft and really light.  Works really well and is very well thought out with 2 zippered pockets and an large Velcro pouch with 2 separate pockets.  I find this a very good arrangement.  Money in one zippered pocket and card and license in the other and the cell phone in the Velcro pocket. I also like the adjustment on the length of cord so you can wear it high or lower.  Not my everyday wallet as a full size Spec Op but this is great for days when more security is need or no pockets.,5,Simple and works,1378771200,"09 10, 2013"
A2X5KTI8RDB0JH,B00004SR8Z,"Wendy C. ""Wendy Clement ('mrs George Heikens)""","[0, 0]","This is lightweight, nice material, easy to wear under clothing, secure place for passport, money, hotel key, driver's license. The strap is a little long so we just cut it off shorter. Perfect for detering pickpockets and not noticeable under a shirt (not so under t-shirts, but still safer than in a pocket)",5,"Perfect size, neck strap a little too long",1361923200,"02 27, 2013"
A1Z9NIQKY3VLVG,B00004SR9P,A Writer,"[0, 0]","It's too short to be particularly useful. If it had been about 3 inches longer it would have worked. The problem was when you tilt your suitcases on their side to roll them, this is so short that the wheels of the attached case come off the ground. The quality of construction looked good.",2,too short,1384992000,"11 21, 2013"
A4ZTZFOO75HD2,B00004SR9P,Backyard Images,"[3, 3]","I bought this strap to hold two suitcases together while running through airports on vacation. We just got home and the strap was a life saver. My suitcases did not have one attached, so this rugged strap did its job well.",5,It Works!,1281484800,"08 11, 2010"
